cluster_id,label,cluster_size,split
neg_1224,0,1,train
neg_1225,0,1,train
neg_1226,0,1,test
neg_1227,0,1,test
neg_1228,0,1,train
neg_1229,0,1,train
neg_123,0,1,test
neg_1230,0,1,train
neg_1231,0,1,train
neg_1232,0,1,train
neg_1233,0,1,train
neg_1234,0,1,train
neg_1235,0,1,train
neg_1236,0,1,train
neg_1237,0,1,train
neg_1238,0,1,test
neg_1239,0,1,train
neg_124,0,1,train
neg_1240,0,1,train
neg_1241,0,1,train
neg_1242,0,1,train
neg_1243,0,1,train
neg_1244,0,1,train
neg_1245,0,1,val
neg_1246,0,1,train
neg_1247,0,1,train
neg_1248,0,1,train
neg_1249,0,1,train
neg_125,0,1,train
neg_1250,0,1,val
neg_1251,0,1,train
neg_1252,0,1,train
neg_1253,0,1,train
neg_1254,0,1,train
neg_1255,0,1,train
neg_1256,0,1,train
neg_1257,0,1,train
neg_1258,0,2,val
neg_1259,0,1,train
neg_126,0,1,train
neg_1260,0,1,test
neg_1261,0,1,train
neg_1262,0,1,train
neg_1263,0,1,train
neg_1264,0,1,train
neg_1265,0,1,test
neg_1266,0,1,train
neg_1267,0,1,test
neg_1268,0,1,train
neg_1269,0,1,val
neg_127,0,1,train
neg_1270,0,1,train
neg_1271,0,1,train
neg_1272,0,1,train
neg_1273,0,1,train
neg_1274,0,1,train
neg_1275,0,2,train
neg_1276,0,1,train
neg_1277,0,1,train
neg_1278,0,1,train
neg_1279,0,1,train
neg_128,0,1,train
neg_1280,0,1,train
neg_1281,0,1,train
neg_1282,0,1,train
neg_1283,0,1,train
neg_1284,0,1,train
neg_1285,0,1,test
neg_1286,0,1,train
neg_1287,0,1,train
neg_1288,0,1,train
neg_1289,0,1,train
neg_129,0,1,train
neg_1290,0,1,train
neg_1291,0,1,train
neg_1292,0,1,train
neg_1293,0,1,train
neg_1294,0,1,train
neg_1295,0,1,train
neg_1296,0,1,val
neg_1297,0,1,train
neg_1298,0,1,train
neg_1299,0,1,train
neg_13,0,1,train
neg_130,0,1,train
neg_1300,0,1,train
neg_1301,0,1,train
neg_1302,0,1,train
neg_1303,0,1,train
neg_1304,0,1,test
neg_1305,0,1,train
neg_1306,0,1,train
neg_1307,0,1,test
neg_1308,0,1,train
neg_1309,0,1,train
neg_131,0,1,train
neg_1310,0,1,val
neg_1311,0,1,train
neg_1312,0,1,train
neg_1313,0,1,train
neg_1314,0,1,train
neg_1315,0,1,train
neg_1316,0,1,train
neg_1317,0,1,train
neg_1318,0,1,val
neg_1319,0,1,train
neg_132,0,1,val
neg_1320,0,1,train
neg_1321,0,1,train
neg_1322,0,1,train
neg_1323,0,1,train
neg_1324,0,1,train
neg_1325,0,1,train
neg_1326,0,1,train
neg_1327,0,1,val
neg_1328,0,1,train
neg_1329,0,1,train
neg_133,0,1,train
neg_1330,0,1,val
neg_1331,0,1,train
neg_1332,0,1,train
neg_1333,0,1,train
neg_1334,0,1,train
neg_1335,0,1,train
neg_1336,0,1,train
neg_1337,0,1,test
neg_1338,0,1,train
neg_1339,0,1,train
neg_134,0,1,train
neg_1340,0,1,train
neg_1341,0,1,train
neg_1342,0,1,train
neg_1343,0,1,train
neg_1344,0,1,train
neg_1345,0,1,train
neg_1346,0,1,train
neg_1347,0,1,train
neg_1348,0,1,train
neg_1349,0,1,train
neg_135,0,1,train
neg_1350,0,1,train
neg_1351,0,1,train
neg_1352,0,1,val
neg_1353,0,1,train
neg_1354,0,1,train
neg_1355,0,1,test
neg_1356,0,1,test
neg_1357,0,1,train
neg_1358,0,1,train
neg_1359,0,1,train
neg_136,0,1,train
neg_1360,0,1,train
neg_1361,0,1,val
neg_1362,0,1,train
neg_1363,0,1,train
neg_1364,0,1,train
neg_1365,0,1,test
neg_1366,0,1,train
neg_1367,0,1,train
neg_1368,0,2,train
neg_1369,0,1,train
neg_137,0,1,test
neg_1370,0,1,train
neg_1371,0,1,train
neg_1372,0,1,train
neg_1373,0,1,train
neg_1374,0,1,train
neg_1375,0,1,train
neg_1376,0,1,train
neg_1377,0,1,train
neg_1378,0,1,train
neg_1379,0,1,train
neg_138,0,1,train
neg_1380,0,1,train
neg_1381,0,3,val
neg_1382,0,1,train
neg_1383,0,1,train
neg_1384,0,1,train
neg_1385,0,1,train
neg_1386,0,1,val
neg_1387,0,1,val
neg_1388,0,1,train
neg_1389,0,1,train
neg_139,0,1,val
neg_1390,0,1,test
neg_1391,0,1,train
neg_1392,0,1,train
neg_1393,0,1,val
neg_1394,0,1,val
neg_1395,0,1,train
neg_1396,0,1,train
neg_1397,0,1,train
neg_1398,0,1,train
neg_1399,0,1,train
neg_14,0,1,train
neg_140,0,1,train
neg_1400,0,1,test
neg_1401,0,1,train
neg_1402,0,1,train
neg_1403,0,1,train
neg_1404,0,1,train
neg_1405,0,2,train
neg_1406,0,1,train
neg_1407,0,2,train
neg_1408,0,1,test
neg_1409,0,1,train
neg_141,0,1,train
neg_1410,0,1,train
neg_1411,0,1,train
neg_1412,0,1,train
neg_1413,0,1,train
neg_1414,0,1,train
neg_1415,0,1,test
neg_1416,0,1,train
neg_1417,0,1,train
neg_1418,0,1,train
neg_1419,0,1,train
neg_142,0,1,train
neg_1420,0,1,train
neg_1421,0,1,val
neg_1422,0,1,train
neg_1423,0,1,train
neg_1424,0,1,train
neg_1425,0,1,val
neg_1426,0,1,train
neg_1427,0,1,train
neg_1428,0,1,train
neg_1429,0,1,train
neg_143,0,1,test
neg_1430,0,1,train
neg_1431,0,1,train
neg_1432,0,1,val
neg_1433,0,1,train
neg_1434,0,1,train
neg_1435,0,1,train
neg_1436,0,1,train
neg_1437,0,1,test
neg_1438,0,1,val
neg_1439,0,1,train
neg_144,0,1,val
neg_1440,0,1,train
neg_1441,0,1,train
neg_1442,0,1,train
neg_1443,0,1,train
neg_1444,0,1,train
neg_1445,0,1,train
neg_1446,0,1,train
neg_1447,0,1,train
neg_1448,0,1,train
neg_1449,0,1,train
neg_145,0,1,train
neg_1450,0,1,train
neg_1451,0,1,train
neg_1452,0,1,train
neg_1453,0,1,train
neg_1454,0,1,train
neg_1455,0,1,train
neg_1456,0,1,train
neg_1457,0,1,train
neg_1458,0,1,train
neg_1459,0,1,train
neg_146,0,1,train
neg_1460,0,1,train
neg_1461,0,1,train
neg_1462,0,1,train
neg_1463,0,1,val
neg_1464,0,1,test
neg_1465,0,1,train
neg_1466,0,1,train
neg_1467,0,1,train
neg_1468,0,1,train
neg_1469,0,1,train
neg_147,0,1,train
neg_1470,0,1,train
neg_1471,0,2,val
neg_1472,0,1,test
neg_1473,0,1,test
neg_1474,0,1,train
neg_1475,0,1,train
neg_1476,0,1,train
neg_1477,0,1,train
neg_1478,0,1,train
neg_1479,0,1,train
neg_148,0,1,train
neg_1480,0,1,val
neg_1481,0,1,train
neg_1482,0,1,train
neg_1483,0,1,train
neg_1484,0,1,train
neg_1485,0,1,test
neg_1486,0,2,train
neg_1487,0,1,train
neg_1488,0,1,val
neg_1489,0,1,train
neg_149,0,1,train
neg_1490,0,1,train
neg_1491,0,1,train
neg_1492,0,1,train
neg_1493,0,1,train
neg_1494,0,1,val
neg_1495,0,1,train
neg_1496,0,1,train
neg_1497,0,1,val
neg_1498,0,1,train
neg_1499,0,1,val
neg_15,0,1,train
neg_150,0,1,train
neg_1500,0,1,test
neg_1501,0,2,train
neg_1502,0,1,train
neg_1503,0,1,train
neg_1504,0,1,train
neg_1505,0,1,train
neg_1506,0,1,val
neg_1507,0,1,train
neg_1508,0,1,val
neg_1509,0,1,train
neg_151,0,1,train
neg_1510,0,1,train
neg_1511,0,2,train
neg_1512,0,1,train
neg_1513,0,1,train
neg_1514,0,1,train
neg_1515,0,1,train
neg_1516,0,1,train
neg_1517,0,1,train
neg_1518,0,1,val
neg_1519,0,1,train
neg_152,0,1,train
neg_1520,0,1,test
neg_1521,0,1,train
neg_1522,0,1,train
neg_1523,0,1,train
neg_1524,0,1,train
neg_1525,0,1,train
neg_1526,0,1,train
neg_1527,0,1,train
neg_1528,0,1,train
neg_1529,0,1,train
neg_153,0,1,train
neg_1530,0,1,val
neg_1531,0,1,train
neg_1532,0,1,train
neg_1533,0,1,train
neg_1534,0,1,train
neg_1535,0,1,train
neg_1536,0,1,train
neg_1537,0,1,train
neg_1538,0,2,train
neg_1539,0,1,train
neg_154,0,1,train
neg_1540,0,1,train
neg_1541,0,1,train
neg_1542,0,1,test
neg_1543,0,1,test
neg_1544,0,1,train
neg_1545,0,1,train
neg_1546,0,1,train
neg_1547,0,1,train
neg_1548,0,1,train
neg_1549,0,1,train
neg_155,0,1,train
neg_1550,0,1,train
neg_1551,0,1,train
neg_1552,0,1,train
neg_1553,0,1,train
neg_1554,0,1,val
neg_1555,0,1,train
neg_1556,0,1,test
neg_1557,0,1,val
neg_1558,0,1,val
neg_1559,0,1,test
neg_156,0,1,train
neg_1560,0,1,train
neg_1561,0,1,train
neg_1562,0,1,train
neg_1563,0,1,train
neg_1564,0,1,train
neg_1565,0,1,val
neg_1566,0,1,train
neg_1567,0,1,train
neg_1568,0,1,train
neg_1569,0,1,test
neg_157,0,1,train
neg_1570,0,1,train
neg_1571,0,1,train
neg_1572,0,1,train
neg_1573,0,1,test
neg_1574,0,1,test
neg_1575,0,1,train
neg_1576,0,1,train
neg_1577,0,1,train
neg_1578,0,1,train
neg_1579,0,1,train
neg_158,0,1,train
neg_1580,0,1,train
neg_1581,0,1,train
neg_1582,0,1,val
neg_1583,0,1,train
neg_1584,0,1,train
neg_1585,0,1,val
neg_1586,0,1,val
neg_1587,0,1,test
neg_1588,0,1,train
neg_1589,0,1,train
neg_159,0,1,train
neg_1590,0,1,train
neg_1591,0,1,train
neg_1592,0,1,train
neg_1593,0,1,train
neg_1594,0,1,train
neg_1595,0,1,val
neg_1596,0,1,train
neg_1597,0,1,train
neg_1598,0,1,val
neg_1599,0,1,train
neg_16,0,1,train
neg_160,0,1,train
neg_1600,0,1,train
neg_1601,0,1,train
neg_1602,0,1,train
neg_1603,0,1,train
neg_1604,0,1,train
neg_1605,0,1,train
neg_1606,0,1,train
neg_1607,0,1,train
neg_1608,0,1,test
neg_1609,0,1,train
neg_161,0,1,train
neg_1610,0,1,train
neg_1611,0,1,train
neg_1612,0,1,train
neg_1613,0,1,train
neg_1614,0,1,train
neg_1615,0,1,train
neg_1616,0,1,test
neg_1617,0,1,train
neg_1618,0,1,test
neg_1619,0,1,train
neg_162,0,1,train
neg_1620,0,1,train
neg_1621,0,1,train
neg_1622,0,1,train
neg_1623,0,1,train
neg_1624,0,1,train
neg_1625,0,1,train
neg_1626,0,1,train
neg_1627,0,1,train
neg_1628,0,1,train
neg_1629,0,1,val
neg_163,0,1,train
neg_1630,0,1,train
neg_1631,0,1,train
neg_1632,0,1,train
neg_1633,0,1,train
neg_1634,0,1,test
neg_1635,0,1,train
neg_1636,0,1,train
neg_1637,0,1,train
neg_1638,0,1,train
neg_1639,0,1,train
neg_164,0,1,train
neg_1640,0,1,train
neg_1641,0,1,train
neg_1642,0,1,test
neg_1643,0,1,train
neg_1644,0,2,train
neg_1645,0,2,train
neg_1646,0,1,test
neg_1647,0,1,train
neg_1648,0,1,train
neg_1649,0,1,train
neg_165,0,1,train
neg_1650,0,1,val
neg_1651,0,1,train
neg_1652,0,1,train
neg_1653,0,2,train
neg_1654,0,2,train
neg_1655,0,1,train
neg_1656,0,1,train
neg_1657,0,1,train
neg_1658,0,1,train
neg_1659,0,1,train
neg_166,0,1,train
neg_1660,0,1,train
neg_1661,0,1,train
neg_1662,0,1,train
neg_1663,0,1,val
neg_1664,0,1,train
neg_1665,0,1,train
neg_1666,0,1,train
neg_1667,0,1,train
neg_1668,0,1,val
neg_1669,0,1,train
neg_167,0,1,train
neg_1670,0,1,train
neg_1671,0,1,test
neg_1672,0,1,val
neg_1673,0,1,train
neg_1674,0,1,train
neg_1675,0,1,train
neg_1676,0,1,train
neg_1677,0,1,train
neg_1678,0,1,test
neg_1679,0,1,train
neg_168,0,1,train
neg_1680,0,1,val
neg_1681,0,1,train
neg_1682,0,1,val
neg_1683,0,1,val
neg_1684,0,1,val
neg_1685,0,1,train
neg_1686,0,1,test
neg_1687,0,1,train
neg_1688,0,1,train
neg_1689,0,1,train
neg_169,0,1,train
neg_1690,0,1,train
neg_1691,0,1,train
neg_1692,0,1,train
neg_1693,0,1,train
neg_1694,0,1,val
neg_1695,0,1,train
neg_1696,0,1,train
neg_1697,0,1,train
neg_1698,0,1,train
neg_1699,0,1,train
neg_17,0,1,train
neg_170,0,1,train
neg_1700,0,1,train
neg_1701,0,1,train
neg_1702,0,1,train
neg_1703,0,1,train
neg_1704,0,1,train
neg_1705,0,1,test
neg_1706,0,1,train
neg_1707,0,1,train
neg_1708,0,1,train
neg_1709,0,1,test
neg_171,0,1,train
neg_1710,0,1,train
neg_1711,0,1,train
neg_1712,0,1,train
neg_1713,0,1,train
neg_1714,0,1,train
neg_1715,0,1,train
neg_1716,0,1,train
neg_1717,0,1,train
neg_1718,0,1,train
neg_1719,0,1,val
neg_172,0,1,train
neg_1720,0,1,train
neg_1721,0,1,train
neg_1722,0,1,train
neg_1723,0,1,train
neg_1724,0,1,train
neg_1725,0,1,train
neg_1726,0,1,train
neg_1727,0,1,train
neg_1728,0,1,val
neg_1729,0,1,train
neg_173,0,1,train
neg_1730,0,1,train
neg_1731,0,1,train
neg_1732,0,1,train
neg_1733,0,1,val
neg_1734,0,1,train
neg_1735,0,1,train
neg_1736,0,1,val
neg_1737,0,1,train
neg_1738,0,1,test
neg_1739,0,1,test
neg_174,0,1,train
neg_1740,0,1,train
neg_1741,0,1,train
neg_1742,0,1,train
neg_1743,0,1,train
neg_1744,0,1,train
neg_1745,0,1,train
neg_1746,0,1,train
neg_1747,0,1,train
neg_1748,0,1,train
neg_1749,0,1,test
neg_175,0,1,train
neg_1750,0,1,train
neg_1751,0,1,train
neg_1752,0,1,train
neg_1753,0,1,val
neg_1754,0,1,train
neg_1755,0,1,train
neg_1756,0,1,train
neg_1757,0,1,train
neg_1758,0,1,val
neg_1759,0,1,train
neg_176,0,1,train
neg_1760,0,1,train
neg_1761,0,1,test
neg_1762,0,1,train
neg_1763,0,1,test
neg_1764,0,1,train
neg_1765,0,1,train
neg_1766,0,1,train
neg_1767,0,1,train
neg_1768,0,1,train
neg_1769,0,1,train
neg_177,0,1,train
neg_1770,0,2,val
neg_1771,0,1,train
neg_1772,0,1,train
neg_1773,0,1,train
neg_1774,0,1,train
neg_1775,0,1,test
neg_1776,0,1,train
neg_1777,0,1,train
neg_1778,0,1,train
neg_1779,0,1,train
neg_178,0,1,train
neg_1780,0,1,test
neg_1781,0,1,train
neg_1782,0,1,train
neg_1783,0,1,train
neg_1784,0,1,train
neg_1785,0,1,train
neg_1786,0,1,train
neg_1787,0,1,train
neg_1788,0,1,val
neg_1789,0,1,train
neg_179,0,1,train
neg_1790,0,1,val
neg_1791,0,1,train
neg_1792,0,1,train
neg_1793,0,1,test
neg_1794,0,1,val
neg_1795,0,1,train
neg_1796,0,1,train
neg_1797,0,1,test
neg_1798,0,1,train
neg_1799,0,1,train
neg_18,0,1,train
neg_180,0,1,train
neg_1800,0,1,train
neg_1801,0,1,train
neg_1802,0,1,train
neg_1803,0,1,train
neg_1804,0,1,train
neg_1805,0,1,train
neg_1806,0,1,train
neg_1807,0,1,train
neg_1808,0,1,train
neg_1809,0,1,train
neg_181,0,1,test
neg_1810,0,1,train
neg_1811,0,1,train
neg_1812,0,1,test
neg_1813,0,1,test
neg_1814,0,1,val
neg_1815,0,1,train
neg_1816,0,1,train
neg_1817,0,1,train
neg_1818,0,1,train
neg_1819,0,1,train
neg_182,0,1,train
neg_1820,0,1,train
neg_1821,0,1,train
neg_1822,0,1,train
neg_1823,0,1,train
neg_1824,0,1,train
neg_1825,0,1,train
neg_1826,0,1,val
neg_1827,0,1,train
neg_1828,0,1,train
neg_1829,0,1,train
neg_183,0,1,train
neg_1830,0,1,train
neg_1831,0,1,train
neg_1832,0,1,test
neg_1833,0,1,train
neg_1834,0,1,train
neg_1835,0,1,train
neg_1836,0,1,train
neg_1837,0,1,val
neg_1838,0,1,test
neg_1839,0,1,train
neg_184,0,1,train
neg_1840,0,1,train
neg_1841,0,1,val
neg_1842,0,1,train
neg_1843,0,1,test
neg_1844,0,1,train
neg_1845,0,1,train
neg_1846,0,1,train
neg_1847,0,1,train
neg_1848,0,1,train
neg_1849,0,1,train
neg_185,0,1,train
neg_1850,0,1,train
neg_1851,0,1,train
neg_1852,0,1,val
neg_1853,0,1,train
neg_1854,0,1,train
neg_1855,0,1,train
neg_1856,0,1,train
neg_1857,0,1,train
neg_1858,0,1,train
neg_1859,0,1,test
neg_186,0,1,train
neg_1860,0,1,train
neg_1861,0,1,train
neg_1862,0,1,train
neg_1863,0,1,train
neg_1864,0,1,train
neg_1865,0,1,train
neg_1866,0,1,train
neg_1867,0,1,train
neg_1868,0,1,train
neg_1869,0,1,train
neg_187,0,1,train
neg_1870,0,1,test
neg_1871,0,1,train
neg_1872,0,2,train
neg_1873,0,1,test
neg_1874,0,1,test
neg_1875,0,1,train
neg_1876,0,1,train
neg_1877,0,1,train
neg_1878,0,1,train
neg_1879,0,1,train
neg_188,0,1,val
neg_1880,0,1,train
neg_1881,0,3,test
neg_1882,0,1,train
neg_1883,0,1,train
neg_1884,0,1,train
neg_1885,0,1,train
neg_1886,0,1,train
neg_1887,0,1,train
neg_1888,0,1,train
neg_1889,0,1,train
neg_189,0,1,train
neg_1890,0,1,train
neg_1891,0,1,train
neg_1892,0,1,train
neg_1893,0,1,train
neg_1894,0,1,test
neg_1895,0,1,train
neg_1896,0,1,train
neg_1897,0,1,val
neg_1898,0,1,train
neg_1899,0,1,val
neg_19,0,1,train
neg_190,0,1,val
neg_1900,0,1,train
neg_1901,0,1,val
neg_1902,0,1,train
neg_1903,0,1,train
neg_1904,0,1,test
neg_1905,0,1,train
neg_1906,0,1,train
neg_1907,0,1,test
neg_1908,0,1,test
neg_1909,0,1,train
neg_191,0,1,train
neg_1910,0,1,train
neg_1911,0,1,train
neg_1912,0,1,val
neg_1913,0,1,train
neg_1914,0,1,train
neg_1915,0,1,test
neg_1916,0,1,train
neg_1917,0,1,train
neg_1918,0,1,train
neg_1919,0,1,train
neg_192,0,1,train
neg_1920,0,1,train
neg_1921,0,1,train
neg_1922,0,1,train
neg_1923,0,1,test
neg_1924,0,1,val
neg_1925,0,2,train
neg_1926,0,1,train
neg_1927,0,1,train
neg_1928,0,1,test
neg_1929,0,2,val
neg_193,0,1,train
neg_1930,0,1,val
neg_1931,0,1,train
neg_1932,0,1,train
neg_1933,0,2,train
neg_1934,0,1,val
neg_1935,0,1,val
neg_1936,0,1,train
neg_1937,0,1,train
neg_1938,0,1,train
neg_1939,0,1,train
neg_194,0,1,train
neg_1940,0,1,train
neg_1941,0,1,train
neg_1942,0,1,train
neg_1943,0,13,train
neg_1944,0,1,train
neg_1945,0,1,train
neg_1946,0,1,test
neg_1947,0,1,train
neg_1948,0,1,train
neg_1949,0,1,test
neg_195,0,1,train
neg_1950,0,1,train
neg_1951,0,1,val
neg_1952,0,1,train
neg_1953,0,1,train
neg_1954,0,3,train
neg_1955,0,1,train
neg_1956,0,1,train
neg_1957,0,1,train
neg_1958,0,1,train
neg_1959,0,1,train
neg_196,0,1,test
neg_1960,0,1,train
neg_1961,0,1,train
neg_1962,0,1,train
neg_1963,0,1,train
neg_1964,0,1,test
neg_1965,0,1,train
neg_1966,0,1,train
neg_1967,0,1,train
neg_1968,0,1,train
neg_1969,0,1,train
neg_197,0,1,train
neg_1970,0,1,train
neg_1971,0,1,train
neg_1972,0,1,val
neg_1973,0,1,train
neg_1974,0,1,train
neg_1975,0,1,train
neg_1976,0,1,test
neg_1977,0,1,val
neg_1978,0,1,test
neg_1979,0,1,train
neg_198,0,1,train
neg_1980,0,1,train
neg_1981,0,1,train
neg_1982,0,1,train
neg_1983,0,1,train
neg_1984,0,1,train
neg_1985,0,1,train
neg_1986,0,1,train
neg_1987,0,1,test
neg_1988,0,1,train
neg_1989,0,1,train
neg_199,0,1,train
neg_1990,0,1,train
neg_1991,0,1,train
neg_1992,0,1,val
neg_1993,0,1,train
neg_1994,0,1,train
neg_1995,0,1,train
neg_1996,0,1,train
neg_1997,0,1,val
neg_1998,0,1,train
neg_1999,0,1,train
neg_2,0,1,val
neg_20,0,1,train
neg_200,0,1,train
neg_2000,0,1,train
neg_2001,0,1,test
neg_2002,0,1,train
neg_2003,0,1,train
neg_2004,0,1,train
neg_2005,0,1,test
neg_2006,0,1,val
neg_2007,0,1,train
neg_2008,0,1,train
neg_2009,0,1,train
neg_201,0,1,train
neg_2010,0,1,train
neg_2011,0,1,val
neg_2012,0,1,train
neg_2013,0,1,train
neg_2014,0,1,train
neg_2015,0,1,train
neg_2016,0,1,train
neg_2017,0,1,test
neg_2018,0,1,train
neg_2019,0,1,train
neg_202,0,1,train
neg_2020,0,1,train
neg_2021,0,1,train
neg_2022,0,1,train
neg_2023,0,1,train
neg_2024,0,1,train
neg_2025,0,1,train
neg_2026,0,1,train
neg_2027,0,1,train
neg_2028,0,1,train
neg_2029,0,1,train
neg_203,0,1,train
neg_2030,0,1,train
neg_2031,0,1,train
neg_2032,0,1,train
neg_2033,0,1,test
neg_2034,0,1,train
neg_2035,0,1,train
neg_2036,0,1,train
neg_2037,0,1,train
neg_2038,0,1,train
neg_2039,0,1,train
neg_204,0,1,train
neg_2040,0,1,test
neg_2041,0,2,train
neg_2042,0,1,train
neg_2043,0,1,train
neg_2044,0,1,train
neg_2045,0,1,train
neg_2046,0,1,train
neg_2047,0,1,train
neg_2048,0,1,train
neg_2049,0,1,train
neg_205,0,1,train
neg_2050,0,1,train
neg_2051,0,1,train
neg_2052,0,1,train
neg_2053,0,1,train
